big_tree, false, 3.12308, 0.320784
big_tree, false, 2.55504, 0.264391
big_tree, false, 3.40534, 0.38385
big_tree, false, 3.5833, 0.455716
big_tree, false, 3.71761, 0.538185
big_tree, false, 3.82469, 0.624453
big_tree, false, 3.91568, 0.713221
big_tree, false, 3.99141, 0.791466
big_tree, false, 4.06145, 0.880798
big_tree, false, 4.12157, 0.962442
big_tree, false, 4.18008, 1.04959
kodim01, false, 1.86025, 0.36379
kodim01, false, 2.49526, 0.532166
big_tree, false, 4.24141, 1.15281
big_tree, false, 4.31164, 1.27941
kodim01, false, 2.78942, 0.682271
kodim01, false, 2.9988, 0.810933
big_tree, false, 4.39399, 1.44003
kodim01, false, 3.16519, 0.931051
kodim01, false, 3.29482, 1.03481
kodim01, false, 3.41576, 1.13129
kodim01, false, 3.50785, 1.2157
kodim01, false, 3.60256, 1.30597
kodim01, false, 3.68164, 1.38902
kodim01, false, 3.86075, 1.58386
kodim01, false, 3.76453, 1.47414
kodim01, false, 3.9737, 1.71277
kodim01, false, 4.1196, 1.88348
kodim01, false, 4.28699, 2.07786
kodim01, false, 4.52787, 2.37836
kodim01, false, 4.86234, 2.82082
kodim01, false, 5.3992, 3.5388
kodim01, false, 6.38667, 5.0097
kodim05, false, 1.73381, 0.407145
kodim01, false, 8.45688, 10.7733
kodim05, false, 2.3449, 0.609782
kodim05, false, 2.68143, 0.781169
kodim05, false, 2.91729, 0.929077
kodim05, false, 3.09774, 1.06407
big_tree, false, 4.48296, 1.62777
kodim05, false, 3.25261, 1.19132
kodim05, false, 3.38568, 1.30922
kodim05, false, 3.4987, 1.40812
kodim05, false, 3.60639, 1.51678
kodim05, false, 3.80129, 1.71676
kodim05, false, 3.70251, 1.61483
kodim05, false, 3.9136, 1.83685
kodim05, false, 4.0449, 1.98543
big_tree, false, 4.60469, 1.91776
kodim05, false, 4.20654, 2.17226
kodim05, false, 4.38914, 2.38853
kodim05, false, 4.64566, 2.72528
kodim05, false, 4.98096, 3.18685
kodim05, false, 5.47069, 3.94346
kodim05, false, 6.32493, 5.49542
kodim11, false, 2.26549, 0.308411
kodim11, false, 2.8687, 0.411865
kodim11, false, 3.22474, 0.516256
kodim05, false, 8.46298, 11.7721
kodim11, false, 3.44449, 0.612
kodim11, false, 3.74222, 0.790771
kodim11, false, 3.60401, 0.704895
kodim11, false, 3.86819, 0.872009
kodim11, false, 3.96962, 0.940125
kodim11, false, 4.0701, 1.01666
kodim11, false, 4.15446, 1.08195
kodim11, false, 4.23609, 1.15096
kodim11, false, 4.33978, 1.23912
kodim11, false, 4.45299, 1.34235
kodim11, false, 4.60585, 1.47451
kodim11, false, 4.76342, 1.62712
kodim11, false, 4.99646, 1.87089
kodim11, false, 5.74982, 2.79517
kodim11, false, 5.30207, 2.22009
kodim11, false, 6.53213, 4.06844
kodim11, false, 8.50727, 9.42403
big_tree, false, 4.75834, 2.32251
big_tree, false, 5.01582, 3.04835
flower_foveon, false, 3.27082, 0.233467
flower_foveon, false, 4.78609, 0.27059
flower_foveon, false, 4.23698, 0.251514
flower_foveon, false, 5.15908, 0.290072
flower_foveon, false, 5.64858, 0.330119
flower_foveon, false, 5.43779, 0.310305
flower_foveon, false, 5.82769, 0.349925
big_tree, false, 5.62856, 4.93597
flower_foveon, false, 5.95357, 0.36814
flower_foveon, false, 6.08483, 0.389125
flower_foveon, false, 6.20163, 0.407188
flower_foveon, false, 6.28643, 0.427326
flower_foveon, false, 6.36818, 0.450687
flower_foveon, false, 6.47447, 0.481603
flower_foveon, false, 6.62559, 0.520159
flower_foveon, false, 6.76399, 0.567682
flower_foveon, false, 6.91361, 0.650999
flower_foveon, false, 7.08965, 0.77764
flower_foveon, false, 7.29818, 1.02414
flower_foveon, false, 7.60853, 1.62806
flower_foveon, false, 8.52986, 4.71417
leaves_iso_200, false, 2.37628, 0.33865
leaves_iso_200, false, 3.07977, 0.471189
leaves_iso_200, false, 3.45327, 0.588714
leaves_iso_200, false, 3.7115, 0.694029
leaves_iso_200, false, 3.90773, 0.79388
leaves_iso_200, false, 4.06166, 0.885517
leaves_iso_200, false, 4.1959, 0.973957
leaves_iso_200, false, 4.29548, 1.04785
leaves_iso_200, false, 4.40068, 1.13083
leaves_iso_200, false, 4.48266, 1.20352
