test_bw, true, 6.30698, 0.206467, 15
test_bw, true, 3.71221, 0.191933, 5
test_bw, true, 6.51412, 0.1962, 10
test_bw, false, 6.30698, 0.298267, 15
test_bw, true, 8.92266, 0.211133, 30
test_bw, true, 9.19092, 0.214867, 35
test_bw, false, 7.82078, 0.304267, 40
test_bw, false, 10.9827, 0.299133, 25
test_bw, true, 6.96422, 0.207333, 20
test_bw, true, 10.9827, 0.207333, 25
test_bw, true, 7.82078, 0.213267, 40
test_bw, false, 3.71221, 0.284933, 5
test_bw, false, 6.51412, 0.2888, 10
test_bw, false, 8.92266, 0.302933, 30
test_bw, false, 6.96422, 0.298333, 20
test_bw, false, 9.19092, 0.305467, 35
test_bw, true, 8.10521, 0.216133, 45
test_bw, false, 8.10521, 0.307133, 45
test_bw, true, 10.9827, 0.217933, 50
test_bw, false, 9.71899, 0.309267, 55
test_bw, true, 10.6573, 0.220667, 65
test_bw, false, 10.9827, 0.308933, 50
test_bw, true, 10.9827, 0.219067, 60
test_bw, false, 8.537, 0.310933, 70
test_bw, true, 8.537, 0.220733, 70
test_bw, true, 10.7144, 0.224, 80
test_bw, false, 10.9827, 0.310067, 60
test_bw, false, 10.6573, 0.310467, 65
test_bw, true, 10.9086, 0.2232, 75
test_bw, true, 9.71899, 0.218267, 55
test_bw, false, 10.9086, 0.3122, 75
test_bw, false, 10.7144, 0.3118, 80
test_bw, false, 13.5476, 0.313867, 85
test_bw, false, 13.5476, 0.325267, 95
test_bw, true, 13.5476, 0.239067, 95
test_bw, true, inf, 0.241133, 100
test_bw, false, inf, 0.328133, 100
test_bw, true, 13.5476, 0.224467, 85
test_bw, false, 12.449, 0.316933, 90
test_bw, true, 12.449, 0.227533, 90
test_circle, true, 1.98159, 0.665383, 15
test_circle, false, 1.98159, 0.75785, 15
test_circle, true, 1.55344, 0.461983, 5
test_circle, false, 1.55344, 0.555117, 5
test_circle, true, 1.85322, 0.574533, 10
test_circle, false, 1.85322, 0.6664, 10
test_circle, false, 2.22022, 0.844017, 20
test_circle, true, 2.22022, 0.7525, 20
test_circle, true, 2.78343, 0.922883, 30
test_circle, true, 2.51012, 0.835717, 25
test_circle, true, 3.05559, 0.996017, 35
test_circle, false, 2.51012, 0.9262, 25
test_circle, false, 2.78343, 1.01385, 30
test_circle, false, 3.05559, 1.08737, 35
test_circle, true, 3.30751, 1.05953, 40
test_circle, false, 3.30751, 1.15038, 40
test_circle, true, 3.57234, 1.12342, 45
test_circle, false, 3.57234, 1.21403, 45
test_circle, true, 3.79578, 1.17413, 50
test_circle, true, 3.93857, 1.23287, 55
test_circle, false, 3.79578, 1.26377, 50
test_circle, false, 3.93857, 1.32375, 55
test_circle, true, 4.21121, 1.28717, 60
test_circle, false, 4.21121, 1.37845, 60
test_circle, false, 4.4441, 1.45197, 65
test_circle, true, 4.73627, 1.4565, 70
test_circle, true, 4.4441, 1.36068, 65
test_circle, false, 4.73627, 1.54655, 70
